Year,Month,Day,Max Temp (F),Min Temp (F)
2012,11,11,62,38
2012,11,12,63,39
2012,11,13,69,39
2012,11,14,70,44
2012,11,15,71,43
2012,11,16,66,51
2012,11,17,66,56
2012,11,18,64,49
2012,11,19,68,50
2012,11,20,68,54
2012,11,21,66,48
2012,11,22,65,43
2012,11,23,69,40
2012,11,24,68,43
2012,11,25,57,45
2012,11,26,65,41
2012,11,27,62,49
2012,11,28,68,54
2012,11,29,62,56
2012,11,30,68,57
2012,12,1,66,58
2012,12,2,64,47
2012,12,3,64,43
2012,12,4,64,51
2012,12,5,69,58
2012,12,6,59,51
2012,12,7,64,46
2012,12,8,62,42
2012,12,9,67,45
2012,12,10,68,45
2012,12,11,64,42
2012,12,12,55,43
2012,12,13,53,38
2012,12,14,53,36
2012,12,15,49,36
2012,12,16,58,46
2012,12,17,58,47
2012,12,18,53,40
2012,12,19,54,32
2012,12,20,59,36
2012,12,21,57,47
2012,12,22,56,50
2012,12,23,55,48
2012,12,24,56,43
2012,12,25,53,39
2012,12,26,54,44
2012,12,27,54,40
2012,12,28,51,37
2012,12,29,52,39
2012,12,30,54,36
2012,12,31,53,33
2013,1,1,55,35
2013,1,2,58,31
2013,1,3,57,33
2013,1,4,60,35
2013,1,5,56,40
2013,1,6,51,40
2013,1,7,58,37
2013,1,8,61,42
2013,1,9,59,43
2013,1,10,54,41
2013,1,11,57,36
2013,1,12,50,32
2013,1,13,49,26
2013,1,14,50,32
2013,1,15,54,32
2013,1,16,57,31
2013,1,17,64,32
2013,1,18,64,35
2013,1,19,64,35
2013,1,20,64,35
2013,1,21,65,34
2013,1,22,62,35
2013,1,23,59,47
2013,1,24,54,50
2013,1,25,64,52
2013,1,26,58,43
2013,1,27,54,41
2013,1,28,56,36
2013,1,29,56,37
2013,1,30,66,39
2013,1,31,66,38
2013,2,1,67,39
2013,2,2,57,45
2013,2,3,57,43
2013,2,4,57,39
2013,2,5,55,45
2013,2,6,58,38
2013,2,7,55,36
2013,2,8,52,38
2013,2,9,57,31
2013,2,10,60,34
2013,2,11,62,34
2013,2,12,61,37
2013,2,13,65,38
2013,2,14,73,40
2013,2,15,72,42
2013,2,16,68,43
2013,2,17,63,43
2013,2,18,57,39
2013,2,19,,
2013,2,20,58,40
2013,2,21,58,37
2013,2,22,62,37
2013,2,23,57,45
2013,2,24,62,38
2013,2,25,61,35
2013,2,26,65,36
2013,2,27,68,36
2013,2,28,66,42
2013,3,1,70,45
2013,3,2,71,49
2013,3,3,64,50
2013,3,4,60,46
2013,3,5,59,44
2013,3,6,58,42
2013,3,7,59,40
2013,3,8,59,44
2013,3,9,64,45
2013,3,10,68,39
2013,3,11,70,40
2013,3,12,70,47
2013,3,13,74,49
2013,3,14,70,51
2013,3,15,69,45
2013,3,16,70,50
2013,3,17,66,44
2013,3,18,65,43
2013,3,19,71,48
2013,3,20,68,52
2013,3,21,63,45
2013,3,22,67,45
2013,3,23,67,41
2013,3,24,69,41
2013,3,25,60,46
2013,3,26,65,46
2013,3,27,67,47
2013,3,28,73,54
2013,3,29,78,53
2013,3,30,72,54
2013,3,31,70,53
2013,4,1,68,53
2013,4,2,68,51
2013,4,3,79,49
2013,4,4,68,52
2013,4,5,66,53
2013,4,6,67,50
2013,4,7,67,51
2013,4,8,66,48
2013,4,9,74,48
2013,4,10,82,51
2013,4,11,70,50
2013,4,12,74,45
2013,4,13,67,48
2013,4,14,67,47
2013,4,15,60,46
2013,4,16,67,42
2013,4,17,69,47
2013,4,18,76,45
2013,4,19,81,50
2013,4,20,79,51
2013,4,21,84,49
2013,4,22,87,54
2013,4,23,81,53
2013,4,24,69,48
2013,4,25,69,51
2013,4,26,69,51
2013,4,27,73,51
2013,4,28,80,53
2013,4,29,88,56
2013,4,30,80,53
2013,5,1,85,55
2013,5,2,92,55
2013,5,3,90,54
2013,5,4,87,55
2013,5,5,71,53
2013,5,6,70,56
2013,5,7,73,56
2013,5,8,67,55
2013,5,9,67,53
2013,5,10,68,54
2013,5,11,83,53
2013,5,12,78,54
2013,5,13,77,53
2013,5,14,77,53
2013,5,15,71,51
2013,5,16,72,54
2013,5,17,70,50
2013,5,18,73,46
2013,5,19,81,52
2013,5,20,89,53
2013,5,21,69,51
2013,5,22,66,48
2013,5,23,67,47
2013,5,24,71,45
2013,5,25,68,47
2013,5,26,72,55
2013,5,27,67,53
2013,5,28,71,57
2013,5,29,70,55
2013,5,30,74,51
2013,5,31,84,52
2013,6,1,88,56
2013,6,2,78,53
2013,6,3,77,53
2013,6,4,73,54
2013,6,5,72,55
2013,6,6,76,55
2013,6,7,87,53
2013,6,8,87,62
2013,6,9,78,60
2013,6,10,75,56
2013,6,11,73,58
2013,6,12,76,54
2013,6,13,77,51
2013,6,14,87,55
